course,title,article_id
Core Knowledge Grade 6/6,Introduction,article_104087
Core Knowledge Grade 6/6,The Language of Race,article_104088
Core Knowledge Grade 6/6,Reform in a Changing America,article_104089
Core Knowledge Grade 6/6,"Primary Source: ""How the Other Half Lives"" by Jacob Riis (1890)",article_104090
Core Knowledge Grade 6/6,"Upton Sinclair and ""The Jungle""",article_104091
Core Knowledge Grade 6/6,Ida M. Tarbell and Standard Oil,article_104092
Core Knowledge Grade 6/6,Jane Addams and Hull House,article_104093
Core Knowledge Grade 6/6,Zitkala-Ša,article_104094
Core Knowledge Grade 6/6,Standing Up to “Jim Crow”,article_104095
Core Knowledge Grade 6/6,Three Important Amendments to the U.S. Constitution,article_104096
Core Knowledge Grade 6/6,"Primary Source: ""Lynch Law in America"" by Ida B. Wells (1900)",article_104097
Core Knowledge Grade 6/6,Booker T. Washington,article_104098
Core Knowledge Grade 6/6,"Primary Source: ""The Atlanta Exposition Address"" (1895) by Booker T. Washington (1895)",article_104099
Core Knowledge Grade 6/6,W. E. B. Du Bois,article_104100
Core Knowledge Grade 6/6,Maggie Lena Walker,article_104101
Core Knowledge Grade 6/6,Fighting for the Right to Vote,article_104102
Core Knowledge Grade 6/6,Elizabeth Cady Stanton,article_104103
Core Knowledge Grade 6/6,Primary Source: Sojourner Truth’s Speech at the Women Rights Convention (1851),article_104104
Core Knowledge Grade 6/6,Primary Source: “Is It a Crime for a U.S. Citizen to Vote?”—Speech by Susan B. Anthony (1873),article_104105
Core Knowledge Grade 6/6,Mary Ann Shadd Cary,article_104106
Core Knowledge Grade 6/6,Frances Ellen Watkins Harper,article_104107
Core Knowledge Grade 6/6,Primary Source: “Debemos trabajar” (“We Must Work”) by Jovita Idár (1911),article_104108
Core Knowledge Grade 6/6,Mabel Ping-Hua Lee,article_104109
Core Knowledge Grade 6/6,Mary Church Terrell,article_104110
Core Knowledge Grade 6/6,“Apostrophe to the Ocean” by Lord Byron,article_104111
Core Knowledge Grade 6/6,“I Wandered Lonely as a Cloud” by William Wordsworth,article_104112
Core Knowledge Grade 6/6,“Stopping by Woods on a Snowy Evening” by Robert Frost,article_104113
Core Knowledge Grade 6/6,“If” by Rudyard Kipling,article_104114
Core Knowledge Grade 6/6,“Mother to Son” by Langston Hughes,article_104115
Core Knowledge Grade 6/6,“Woman Work” by Maya Angelou,article_104116
Core Knowledge Grade 6/6,“Sympathy” by Paul Laurence Dunbar,article_104117
Core Knowledge Grade 6/6,“Lift Ev’ry Voice and Sing” by James Weldon Johnson,article_104118
Core Knowledge Grade 7/7,Introduction to The Tempest,article_106001
Core Knowledge Grade 7/7,Shakespeare and the Globe,article_106002
Core Knowledge Grade 7/7,A Note on Prose and Poetry in Shakespeare,article_106003
Core Knowledge Grade 7/7,Prologue,article_106004
Core Knowledge Grade 7/7,Act 1 Scene 1,article_106005
Core Knowledge Grade 7/7,Act 1 Scene 2 Retold,article_106006
Core Knowledge Grade 7/7,Act 2 Scene 1 Retold,article_106007
Core Knowledge Grade 7/7,Act 2 Scene 2 Retold,article_106008
Core Knowledge Grade 7/7,Act 3 Scene 1,article_106009
Core Knowledge Grade 7/7,Act 3 Scene 2 Retold,article_106010
Core Knowledge Grade 7/7,Act 3 Scene 3 Retold,article_106011
Core Knowledge Grade 7/7,Act 4 Scene 1 Retold,article_106012
Core Knowledge Grade 7/7,Act 5 Scene 1,article_106013
Core Knowledge Grade 7/7,Introduction to the Strange Case of Dr. Jekyll and Mr. Hyde,article_106014
Core Knowledge Grade 7/7,Victorian London,article_106015
Core Knowledge Grade 7/7,Story of the Door,article_106016
Core Knowledge Grade 7/7,Search for Mr. Hyde,article_106017
Core Knowledge Grade 7/7,Dr. Jekyll Was Quite at Ease,article_106018
Core Knowledge Grade 7/7,The Carew Murder Case,article_106019
Core Knowledge Grade 7/7,Incident of the Letter,article_106020
Core Knowledge Grade 7/7,Remarkable Incident of Dr. Lanyon,article_106021
Core Knowledge Grade 7/7,Incident at the Window,article_106022
Core Knowledge Grade 7/7,The Last Night,article_106023
Core Knowledge Grade 7/7,Dr. Lanyon's Narrative,article_106024
Core Knowledge Grade 7/7,Henry Jekyll's Full Statement of the Case,article_106025
Core Knowledge Grade 7/7,Introduction to The Time Machine,article_106026
Core Knowledge Grade 7/7,The Inventor,article_106027
Core Knowledge Grade 7/7,The Machine,article_106028
Core Knowledge Grade 7/7,The Time Traveler Returns,article_106029
Core Knowledge Grade 7/7,Time Traveling,article_106030
Core Knowledge Grade 7/7,In the Golden Age,article_106031
Core Knowledge Grade 7/7,The Sunset of Mankind,article_106032
Core Knowledge Grade 7/7,A Sudden Shock,article_106033
Core Knowledge Grade 7/7,Explanation,article_106034
Core Knowledge Grade 7/7,The Morlocks,article_106035
Core Knowledge Grade 7/7,When Night Came,article_106036
Core Knowledge Grade 7/7,The Palace of Green Porcelain,article_106037
Core Knowledge Grade 7/7,In the Darkness,article_106038
Core Knowledge Grade 7/7,The Trap of the White Sphinx,article_106039
Core Knowledge Grade 7/7,The Further Vision,article_106040
Core Knowledge Grade 7/7,Epilogue,article_106041
Core Knowledge Grade 7/7,“This Is Just to Say” and “The Red Wheelbarrow” by William Carlos Williams,article_106042
Core Knowledge Grade 7/7,"“The Charge of the Light Brigade”  by Alfred, Lord Tennyson",article_106043
Core Knowledge Grade 7/7,“The Necklace” by Guy de Maupassant,article_106044
Core Knowledge Grade 7/7,“Annabel Lee” by Edgar Allan Poe,article_106045
Core Knowledge Grade 7/7,“The Cremation of Sam McGee” by Robert Service,article_106046
Core Knowledge Grade 7/7,“Fire and Ice” and “Nothing Gold Can Stay” by Robert Frost,article_106047
Core Knowledge Grade 7/7,“The Chimney Sweeper” Poems by William Blake,article_106048
Core Knowledge Grade 7/7,“The Gift of the Magi” by O. Henry,article_106049
Core Knowledge Grade 7/7,“Macavity: The Mystery Cat” by T.S. Eliot,article_106050
Core Knowledge Grade 7/7,"$211 Billion and So Much to Buy — American Youths, the New Big Spenders",article_106051
Core Knowledge Grade 7/7,Facts About Marketing to Children,article_106052
Core Knowledge Grade 7/7,Not Marketing to Children,article_106053
Core Knowledge Grade 7/7,Marketing to Kids Gets More Savvy  with New Technologies,article_106054
Core Knowledge Grade 7/7,America the Not-So-Beautiful,article_106055
Core Knowledge Grade 7/7,Another Study Highlights the Insanity of Selling Junk Food in School Vending Machines,article_106056
Core Knowledge Grade 7/7,Failure To Ban Violent Video Games Makes Job Harder For Parents,article_106057
Core Knowledge Grade 7/7,"It’s Perverse, but It’s Also Pretend",article_106058
Core Knowledge Grade 7/7,Not Everything It Seems,article_106059
Core Knowledge Grade 7/7,The Language of Race,article_106060
Core Knowledge Grade 7/7,There from the Beginning – The African American Literary Tradition,article_106061
Core Knowledge Grade 7/7,Sympathy by Paul Laurence Dunbar,article_106062
Core Knowledge Grade 7/7,The Great Migration and Its Causes,article_106063
Core Knowledge Grade 7/7,"Charles S. Johnson and ""The New Frontage On American Life""",article_106064
Core Knowledge Grade 7/7,James Weldon Johnson and Harlem,article_106065
Core Knowledge Grade 7/7,The Role of the Black Press in the Great Migration,article_106066
Core Knowledge Grade 7/7,Impressions of Dixie: Another Emancipation Coming by J.A. Rogers,article_106067
Core Knowledge Grade 7/7,"Alain Locke and ""The New Negro""",article_106068
Core Knowledge Grade 7/7,"Paul U. Kellogg and ""The Negro Pioneers""",article_106069
Core Knowledge Grade 7/7,Elise Johnson McDougald,article_106070
Core Knowledge Grade 7/7,"The Heart of a Woman and ""Calling Dreams"" by Georgia Douglas Johnson",article_106071
Core Knowledge Grade 7/7,Heritage by Countee Cullen,article_106072
Core Knowledge Grade 7/7,If We Must Die by Claude McKay,article_106073
Core Knowledge Grade 7/7,Langston Hughes,article_106074
Core Knowledge Grade 7/7,Selected Poems of Langston Hughes,article_106075
Core Knowledge Grade 7/7,"Nikki Grimes' ""Golden Shovel poems""",article_106076
Core Knowledge Grade 7/7,Zora Neale Hurston – Power In the Pen,article_106077
Core Knowledge Grade 7/7,On Colorism,article_106078
Core Knowledge Grade 7/7,Color Struck: Play Synopsis,article_106079
Core Knowledge Grade 7/7,The New Negro and the Old Spirituals,article_106080
Core Knowledge Grade 7/7,The Negro Spirituals by Alain Locke,article_106081
Core Knowledge Grade 7/7,Why?,article_106082
Core Knowledge Grade 7/7,Was There a Break-in?,article_106083
Core Knowledge Grade 7/7,The Dentist,article_106084
Core Knowledge Grade 7/7,Do You Remember?,article_106085
Core Knowledge Grade 7/7,The Best Little Table,article_106086
Core Knowledge Grade 7/7,Sausage Day,article_106087
Core Knowledge Grade 7/7,Anne in Theory,article_106088
Core Knowledge Grade 7/7,The Battle of the Potatoes,article_106089
Core Knowledge Grade 7/7,Evenings and Nights in the Annex,article_106090
Core Knowledge Grade 7/7,The Annex Eight at the Dinner Table,article_106091
Core Knowledge Grade 7/7,Lunch Break,article_106092
Core Knowledge Grade 7/7,Wenn Die Uhr Halb Neune Schlägt . . .,article_106093
Core Knowledge Grade 7/7,Villains!,article_106094
Core Knowledge Grade 7/7,A Daily Chore in Our Little Community: Peeling Potatoes,article_106095
Core Knowledge Grade 7/7,Freedom in the Annex,article_106096
Core Knowledge Grade 7/7,The Flower Girl,article_106097
Core Knowledge Grade 7/7,Sent Away,article_106098
Core Knowledge Grade 7/7,Boarding School,article_106099
Core Knowledge Grade 7/7,To Be Forgotten,article_106100
Core Knowledge Grade 7/7,Progress,article_106101
Core Knowledge Grade 7/7,High School,article_106102
Core Knowledge Grade 7/7,Sneak Attack,article_106103
Core Knowledge Grade 7/7,Navajos Wanted,article_106104
Core Knowledge Grade 7/7,New Recruits,article_106105
Core Knowledge Grade 7/7,The Blessingway,article_106106
Core Knowledge Grade 7/7,Boot Camp,article_106107
Core Knowledge Grade 7/7,Code School,article_106108
Core Knowledge Grade 7/7,Learning the Code,article_106109
Core Knowledge Grade 7/7,Shipping Out to Hawaii,article_106110
Core Knowledge Grade 7/7,The Enemies,article_106111
Core Knowledge Grade 7/7,Field Maneuvers,article_106112
Core Knowledge Grade 7/7,Bombardment,article_106113
Core Knowledge Grade 7/7,First Landing,article_106114
Core Knowledge Grade 7/7,On Bougainville,article_106115
Core Knowledge Grade 7/7,Do You Have a Navajo?,article_106116
Core Knowledge Grade 7/7,The Next Targets,article_106117
Core Knowledge Grade 7/7,Guam,article_106118
Core Knowledge Grade 7/7,Fatigue,article_106119
Core Knowledge Grade 7/7,Pawawu,article_106120
Core Knowledge Grade 7/7,Iwo Jima,article_106121
Core Knowledge Grade 7/7,In Sight of Suribachi,article_106122
Core Knowledge Grade 7/7,The Black Beach,article_106123
Core Knowledge Grade 7/7,Okinawa,article_106124
Core Knowledge Grade 7/7,The Bomb,article_106125
Core Knowledge Grade 7/7,Going Home,article_106126
Core Knowledge Grade 8/8,The Attack,article_107001
Core Knowledge Grade 8/8,Güera,article_107002
Core Knowledge Grade 8/8,Burrito Man,article_107003
Core Knowledge Grade 8/8,Band-Aid,article_107004
Core Knowledge Grade 8/8,Firstborn,article_107005
Core Knowledge Grade 8/8,Cubano Two,article_107006
Core Knowledge Grade 8/8,Peacemaker,article_107007
Core Knowledge Grade 8/8,The Secret,article_107008
Core Knowledge Grade 8/8,Pickup Soccer,article_107009
Core Knowledge Grade 8/8,Saturday School,article_107010
Core Knowledge Grade 8/8,"90,000 Children",article_107011
Core Knowledge Grade 8/8,Introduction from Frankenstein,article_107012
Core Knowledge Grade 8/8,About Mary Shelley,article_107013
Core Knowledge Grade 8/8,Letter One,article_107014
Core Knowledge Grade 8/8,Letters Two and Three,article_107015
Core Knowledge Grade 8/8,Letter Four,article_107016
Core Knowledge Grade 8/8,Frankenstein Chapter 1,article_107017
Core Knowledge Grade 8/8,Frankenstein Chapter 2,article_107018
Core Knowledge Grade 8/8,Frankenstein Chapter 3,article_107019
Core Knowledge Grade 8/8,Frankenstein Chapter 4,article_107020
Core Knowledge Grade 8/8,Frankenstein Chapter 5,article_107021
Core Knowledge Grade 8/8,Frankenstein Chapter 6,article_107022
Core Knowledge Grade 8/8,Frankenstein Chapter 7,article_107023
Core Knowledge Grade 8/8,Frankenstein Chapter 8,article_107024
Core Knowledge Grade 8/8,Frankenstein Chapter 9,article_107025
Core Knowledge Grade 8/8,Frankenstein Chapter 10,article_107026
Core Knowledge Grade 8/8,Frankenstein Chapter 11,article_107027
Core Knowledge Grade 8/8,Frankenstein Chapter 12,article_107028
Core Knowledge Grade 8/8,Frankenstein Chapter 13,article_107029
Core Knowledge Grade 8/8,Frankenstein Chapter 14,article_107030
Core Knowledge Grade 8/8,Frankenstein Chapter 15,article_107031
Core Knowledge Grade 8/8,Frankenstein Chapter 16,article_107032
Core Knowledge Grade 8/8,Frankenstein Chapter 17,article_107033
Core Knowledge Grade 8/8,Frankenstein Chapter 18,article_107034
Core Knowledge Grade 8/8,Frankenstein Chapter 19,article_107035
Core Knowledge Grade 8/8,Frankenstein Chapter 20,article_107036
Core Knowledge Grade 8/8,Frankenstein Chapter 21,article_107037
Core Knowledge Grade 8/8,Frankenstein Chapter 22,article_107038
Core Knowledge Grade 8/8,Frankenstein Chapter 23,article_107039
Core Knowledge Grade 8/8,Frankenstein Chapter 24,article_107040
Core Knowledge Grade 8/8,On the Title and Genre of This Work,article_107041
Core Knowledge Grade 8/8,A Brief Biography of Frederick Douglass,article_107042
Core Knowledge Grade 8/8,Historical Background: Slavery and the Slave Trade,article_107043
Core Knowledge Grade 8/8,Chapter 1,article_107044
Core Knowledge Grade 8/8,Chapter 2,article_107045
Core Knowledge Grade 8/8,Chapter 3,article_107046
Core Knowledge Grade 8/8,Chapter 4,article_107047
Core Knowledge Grade 8/8,Chapter 5,article_107048
Core Knowledge Grade 8/8,Chapter 6,article_107049
Core Knowledge Grade 8/8,Chapter 7,article_107050
Core Knowledge Grade 8/8,Chapter 8,article_107051
Core Knowledge Grade 8/8,Chapter 9,article_107052
Core Knowledge Grade 8/8,Chapter 10 Part A,article_107053
Core Knowledge Grade 8/8,Chapter 10 Part B,article_107054
Core Knowledge Grade 8/8,Chapter 11,article_107055
Core Knowledge Grade 8/8,The Impact Continues–The Continuing Cultural Significance of the Harlem Movement,article_107056
Core Knowledge Grade 8/8,George Schuyler Argues Against “Negro Art”,article_107057
Core Knowledge Grade 8/8,Langston Hughes Responds to Schuyler,article_107058
Core Knowledge Grade 8/8,American Identity and African Americans: The Negro's Americanism by Melville Herskovits,article_107059
Core Knowledge Grade 8/8,Walter White–Using the pen to fight injustice,article_107060
Core Knowledge Grade 8/8,A Black Woman on Identity and the Practice of Passing,article_107061
Core Knowledge Grade 8/8,The Musical Dimensions of the Harlem Renaissance,article_107062
Core Knowledge Grade 8/8,Discrimination in Music,article_107063
Core Knowledge Grade 8/8,The Great Depression and Its Impact on African American Music,article_107064
Core Knowledge Grade 8/8,Introduction to A More Perfect Union,article_107065
Core Knowledge Grade 8/8,Three Important Amendments to the U.S. Constitution,article_107066
Core Knowledge Grade 8/8,Plessy v. Ferguson: Separate But Equal,article_107067
Core Knowledge Grade 8/8,A. Philip Randolph and the Desegregation of the Armed Forces,article_107068
Core Knowledge Grade 8/8,The Internment of Japanese Americans: “You Feel You Were Betrayed”,article_107069
Core Knowledge Grade 8/8,Jackie Robinson Breaks Baseball’s Color Barrier,article_107070
Core Knowledge Grade 8/8,Mendez v. Westminster: A Ruling for Social Equality in Schooling,article_107071
Core Knowledge Grade 8/8,Brown v. Board of Education: No Place for “Separate But Equal”,article_107072
Core Knowledge Grade 8/8,Emmett Till: Memories of a Murder in Mississippi,article_107073
Core Knowledge Grade 8/8,Rosa Parks Sits Down and a Community Rises Up,article_107074
Core Knowledge Grade 8/8,Daisy Bates and the Little Rock Nine,article_107075
Core Knowledge Grade 8/8,Sit-Ins and the Power of Youth Protest,article_107076
Core Knowledge Grade 8/8,CORE and the Freedom Riders,article_107077
Core Knowledge Grade 8/8,"Martin Luther King, Jr.: Birmingham and the Power of Nonviolence",article_107078
Core Knowledge Grade 8/8,"A Powerful Speech for Civil Rights, and a Tragic Loss for the Movement",article_107079
Core Knowledge Grade 8/8,The March on Washington: “I Have a Dream”,article_107080
Core Knowledge Grade 8/8,Fannie Lou Hamer and Freedom Summer,article_107081
Core Knowledge Grade 8/8,From the Civil Rights Act to Bloody Sunday in Selma,article_107082
Core Knowledge Grade 8/8,From Selma to the Voting Rights Act,article_107083
Core Knowledge Grade 8/8,From Malcolm X to Black Power: “By Any Means Necessary”,article_107084
Core Knowledge Grade 8/8,Black Power,article_107085
Core Knowledge Grade 8/8,Cesar Chavez and Dolores Huerta: Fighting for Farmworkers’ Rights,article_107086
Core Knowledge Grade 8/8,Native American Activism: The Occupation of Alcatraz,article_107087
Core Knowledge Grade 8/8,Feminism and the Equal Rights Amendment,article_107088
Core Knowledge Grade 8/8,John Lewis: The Power to Make a Difference,article_107089
Core Knowledge Grade 8/8,About the Author,article_107090
Core Knowledge Grade 8/8,Squatter Darrell Reviews the Past,article_107091
Core Knowledge Grade 8/8,The Don’s View of the Treaty of Guadalupe Hidalgo,article_107092
Core Knowledge Grade 8/8,Preempting Under the Law,article_107093
Core Knowledge Grade 8/8,Efforts to Right the Wrong,article_107094
Core Knowledge Grade 8/8,The Don in His Broad Acres,article_107095
Core Knowledge Grade 8/8,Naughty Dog Milord an Important Factor,article_107096
Core Knowledge Grade 8/8,From Alameda to San Diego,article_107097
Core Knowledge Grade 8/8,George Is a Gentleman,article_107098
Core Knowledge Grade 8/8,At San Francisco,article_107099
Core Knowledge Grade 8/8,Journeying Overland,article_107100
Core Knowledge Grade 8/8,Plans for the Future,article_107101
Core Knowledge Grade 8/8,At Newport,article_107102
Core Knowledge Grade 8/8,In New York,article_107103
Core Knowledge Grade 8/8,At the Capitol,article_107104
Core Knowledge Grade 8/8,Perplexities at Alamar,article_107105
Core Knowledge Grade 8/8,Home Again,article_107106
Core Knowledge Grade 8/8,The Brewers of Mischief,article_107107
Core Knowledge Grade 8/8,Mrs. Darrell’s View of Our Land Laws,article_107108
Core Knowledge Grade 8/8,Darrell Astonishes Himself,article_107109
Core Knowledge Grade 8/8,Hasty Decisions Repented Leisurely,article_107110
Core Knowledge Grade 8/8,A Snowstorm,article_107111
Core Knowledge Grade 8/8,The Sins of Our Legislators!,article_107112
Core Knowledge Grade 8/8,Life Is a Free Gift,article_107113
Core Knowledge Grade 8/8,The Hardships of the Families,article_107114
Core Knowledge Grade 8/8,Reunited At Last,article_107115
Core Knowledge Grade 8/8,Introduction to The Importance of Being Earnest,article_107116
Core Knowledge Grade 8/8,Act 1 Synopsis,article_107117
Core Knowledge Grade 8/8,Act 2 Synopsis,article_107118
Core Knowledge Grade 8/8,Act 3 Synopsis,article_107119
Core Knowledge Grade 8/8,Sonnet 43 by Elizabeth Barrett Browning & Sonnet 18 by William Shakespeare,article_107120
Core Knowledge Grade 8/8,“Apparently with No Surprise” & “I Dwell in Possibility” by Emily Dickinson,article_107121
Core Knowledge Grade 8/8,“The Gift Outright” by Robert Frost,article_107122
Core Knowledge Grade 8/8,“Spring and Fall” by Gerard Manley Hopkins,article_107123
Core Knowledge Grade 8/8,“Ozymandias” by Percy Bysshe Shelley,article_107124
Core Knowledge Grade 8/8,“Do Not Go Gentle into That Good Night” by Dylan Thomas,article_107125
Core Knowledge Grade 8/8,“My Heart Leaps Up” by William Wordsworth,article_107126
Core Knowledge Grade 8/8,“The Lake Isle of Innisfree” by William Butler Yeats,article_107127
Core Knowledge Grade 8/8,"“Lucy Gray or, Solitude” by William Wordsworth",article_107128
Core Knowledge Grade 8/8,“Theme for English B” by Langston Hughes,article_107129
Core Knowledge Grade 8/8,“Mending Wall” by Robert Frost,article_107130
Core Knowledge Grade 8/8,“A Supermarket in California” by Allen Ginsberg,article_107131
Core Knowledge Grade 8/8,“The Bet” by Anton Chekov,article_107132
Core Knowledge Grade 8/8,“An Honest Thief” by Fyodor Dostoyevsky,article_107133
Core Knowledge Grade 8/8,“Inaugural Address” by John F. Kennedy,article_107134
Grade 9 Reading,from A Chance in the World by Steve Pemberton (Part I),article_117001
Grade 9 Reading,from A Chance in the World by Steve Pemberton (Part II),article_117002
Grade 9 Reading,Is Survival Selfish by Lane Wallace,article_117003
Grade 9 Reading,The Leap by Louise Erdrich (Part I),article_117004
Grade 9 Reading,The Leap by Louise Erdrich (Part II),article_117005
Grade 9 Reading,The End and the Beginning by Wislawa Szymborska,article_117006
Grade 9 Reading,from Night by Elie Wiesel,article_117007
Grade 9 Reading,Adventures Change. Danger Does Not. by Alan Cowell,article_117008
Grade 9 Reading,Who Understands Me But Me by Jimmy Santiago Baca,article_117009
Grade 9 Reading,Truth at All Costs by Marie Colvin,article_117011
Grade 9 Reading,from Deep Survival by Laurence Gonzales,article_117012
Grade 9 Reading,The Power of a Dinner Table by David Brooks,article_117013
Grade 9 Reading,Once Upon a Time by Nadine Gordimer,article_117014
Grade 9 Reading,Theme for English B by Langston Hughes,article_117015
Grade 9 Reading,The Vietnam Wall by Alberto Rios,article_117016
Grade 9 Reading,The Gettysburg Address by Abraham Lincoln,article_117017
Grade 9 Reading,Facing it by Yusef Komunyakaa,article_117018
Grade 9 Reading,"Making the Future Better, Together by Eboo Patel",article_117019
Grade 9 Reading,Oklahoma Bombing Memorial Address by Bill Clinton,article_117020
Grade 9 Reading,Night Calls by Lisa Fugard (Part I),article_117021
Grade 9 Reading,Night Calls by Lisa Fugard (Part II),article_117022
Grade 9 Reading,Why Are We Obsesses with True Crime? by Laura Hensley,article_117023
Grade 9 Reading,from The 57 Bus by Dashka Slater (Part I),article_117024
Grade 9 Reading,from The 57 Bus by Dashka Slater (Part II),article_117025
Grade 9 Reading,from The 57 Bus by Dashka Slater (Part III),article_117026
Grade 9 Reading,Gift-Wrapped Fathers by Eduardo (Echo),article_117027
Grade 9 Reading,Bully by Radiotopia/PRX,article_117028
Grade 9 Reading,"Unsolved ""Vigilante"" Murder in the Heartland by C.M. Frankie",article_117029
Grade 9 Reading,Lamb to the Slaughter by Roald Dahl (Part I),article_117030
Grade 9 Reading,Lamb to the Slaughter by Roald Dahl (Part II),article_117031
Grade 9 Reading,My Afterlife on the Body Farm by Fawn Fitter,article_117032
Grade 9 Reading,The Crime of My Life by Gregg Olsen,article_117033
Grade 9 Reading,Why Aren't Police Solving More Murders with Genealogy Websites? by Adam Janos,article_117034
Grade 9 Reading,Shakespearean Drama,article_117035
Grade 9 Reading,Romeo and Juliet: A Tragedy? Or Just a Tragic Misunderstanding?,article_117036
Grade 9 Reading,Elizabethan England,article_117037
Grade 9 Reading,"The Tragedy of Romeo and Juliet, Act II by William Shakespeare",article_117039
Grade 9 Reading,My Shakespeare by Kae Tempest,article_117040
Grade 9 Reading,More than Reckless Teenagers by Caitlin Smith,article_117041
Grade 9 Reading,"Romeo and Juliet Is a Terrible Play, and David Leveaux Can't Change That by Alyssa Rosenberg",article_117042
Grade 9 Reading,"In Defense of Romeo and Juliet: It's Not Childish, It's *About* Childishness by Noah Berlatsky",article_117043
Grade 9 Reading,If Romeo and Juliet Had Cellphones by Misty Harris,article_117044
Grade 9 Reading,"Pyramus and Thisbe by Ovid, retold by Edith Hamilton",article_117045
Grade 9 Reading,Sonnet 71 by Pablo Neruda,article_117046
Grade 9 Reading,from Why Love Literally Hurts by Eric Jaffe,article_117047
Grade 9 Reading,American History by Judith Ortiz Cofer (Part I),article_117048
Grade 9 Reading,American History by Judith Ortiz Cofer (Part II),article_117049
Grade 9 Reading,Futility by Claude McKay,article_117050
Grade 9 Reading,Sonnet 43 (How Do I Love Thee?) by Elizabeth Barrett Browning,article_117051
Grade 9 Reading,Sonnet XVII from One Hundred Love Sonnets by Pablo Neruda,article_117052
Grade 9 Reading,What's the Rush?: Young Brains Cause Doomed Love by Lexi Tucker,article_117053
Grade 9 Reading,The Voice of the Enemy by Juan Villoro,article_117054
Grade 9 Reading,Music by Elizabeth Acevedo,article_117055
Grade 9 Reading,An Extraordinary Woman from Dictionary Stories by Jez Burrows,article_117056
Grade 9 Reading,Anabel Lee by Edgar Allan Poe,article_117057
Grade 9 Reading,Harrison Bergeron by Kurt Vonnegut,article_117058
Grade 9 Reading,I Have a Dream by Martin Luther King Jr.,article_117059
Grade 9 Reading,Interview with John Lewis (Part I),article_117060
Grade 9 Reading,Interview with John Lewis (Part II),article_117061
Grade 9 Reading,from Hidden Figures by Margot Lee Shetterly,article_117062
Grade 9 Reading,Booker T. and W.E.B. by Dudley Randall,article_117063
Grade 9 Reading,from Reading Lolita in Tehran by Azar Nafisi,article_117064
Grade 9 Reading,We Wear the Mask by Paul Laurence Dunbar,article_117066
Grade 9 Reading,The Prisoner Who Wore Glasses by Bessie Head,article_117067
Grade 9 Reading,Reforming the World from America's Women by Gail Collins,article_117068
Grade 9 Reading,from Long Walk to Freedom by Nelson Mandela,article_117069
Grade 9 Reading,Eulogy for Martin Luther King Jr.,article_117070
Grade 9 Reading,Literature and Culture: The Odyssey,article_117071
Grade 9 Reading,from The Odyssey by Homer,article_117072
Grade 9 Reading,from The Odyssey: A Dramatic Retelling of Homer's Epic by Simon Armitage,article_117074
Grade 9 Reading,Archaeology's Tech Revolution by Jeremy Hsu,article_117075
Grade 9 Reading,from The Cruelest Journey: 600 Miles to Timbuktu by Kira Salak (Part I),article_117076
Grade 9 Reading,from The Cruelest Journey: 600 Miles to Timbuktu by Kira Salak (Part II),article_117077
Grade 9 Reading,The Journey by Mary Oliver,article_117078
Grade 9 Reading,The Destiny Gamblers by Paola Mendoza,article_117079
Grade 9 Reading,The Road Not Taken by Robert Frost,article_117080
Grade 9 Reading,Siren Song by Margaret Atwood,article_117081
Grade 9 Reading,The Writing on the Wall by Camille Dungy,article_117082
Grade 9 Reading,"Ilse, Who Saw Clearly by E. Lily Yu (Part I)",article_117083
Grade 9 Reading,"Ilse, Who Saw Clearly by E. Lily Yu (Part II)",article_117084
Grade 9 Reading,"Ilse, Who Saw Clearly by E. Lily Yu (Part III)",article_117085
Grade 9 Reading,The Real Reasons We Explore Space by Michael Griffin,article_117086
Grade 9 Reading,from The Hero's Adventure from The Power of Myth: Interview with Joseph Campbell and Bill Moyers,article_117087
Grade 9 Reading,Courage by Anne Sexton,article_117088
Grade 9 Reading,Ithaka by C. P. Cavafy,article_117089
Grade 9 Reading,Hurricane Hits England by Grace Nichols,article_117090
Grade 9 Reading,Your World by Georgia Douglas Johnson,article_117091
Grade 9 Reading,from The Narrow Road of the Interior by Matsuo Basho,article_117092
Grade 9 Reading,The Ugly Duckling by Hans Christian Andersen (Part I),article_117093
Grade 9 Reading,The Ugly Duckling by Hans Christian Andersen (Part II),article_117094
Grade 9 Reading,from Wild by Cheryl Strayed (Part I),article_117095
Grade 9 Reading,from Wild by Cheryl Strayed (Part II),article_117096
Grade 9 Reading,Golden Glass by Alma Villanueva,article_117097
Grade 9 Reading,My Introduction to Gothic Literature,article_117098
Grade 9 Reading,House Taken Over by Julio Cortazar,article_117099
Grade 9 Reading,Where Is Here by Joyce Carol Oates (Part I),article_117100
Grade 9 Reading,Where Is Here by Joyce Carol Oates (Part II),article_117101
Grade 9 Reading,Why Do Some Brains Enjoy Fear? - Interview by Allegra Ringo,article_117102
Grade 9 Reading,beware: do not read this poem by Ishmael Reed,article_117103
Grade 9 Reading,The Raven by Edgar Allan Poe,article_117104
Grade 9 Reading,Sleep Paralysis: A Walking Nightmare by Lexi Tucker,article_117105
Grade 9 Reading,The Feather Pillow by Horacio Quiroga,article_117106
Grade 9 Reading,Stone Age Man's Terror Still Stalk Modern Nightmares by Robin McKie,article_117107
Grade 9 Reading,Mrs. Vargas and the Dead Naturalist by Kathleen Alcala (Part I),article_117108
Grade 9 Reading,Mrs. Vargas and the Dead Naturalist by Kathleen Alcala (Part II),article_117109
Grade 9 Reading,Isn't Everyone a Little Bit Weird?,article_117110
