question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302056_sibling_3_D,,,,,67%,❌,4/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302056_sibling_4_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302056_sibling_4_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302056_sibling_4_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302056_sibling_4_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302057_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_1_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302057_sibling_1_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_1_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_2_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302057_sibling_2_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_3_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_3_B,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_3_C,,,,,80%,✅,4/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302057_sibling_3_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_4_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302057_sibling_4_B,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_4_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302057_sibling_4_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_A,,,,,60%,❌,3/5,"correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_B,,,,,100%,✅,5/5,"correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_C,,,,,60%,❌,3/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302058_D,,,,,100%,✅,5/5,"correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_1_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302058_sibling_1_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_1_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_2_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_2_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302058_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_3_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302058_sibling_3_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_3_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_3_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_4_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_4_B,,,,,60%,❌,3/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302058_sibling_4_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302058_sibling_4_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302062_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_1_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302062_sibling_1_B,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_1_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_1_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_2_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_2_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302062_sibling_2_C,,,,,67%,❌,4/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_3_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_3_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302062_sibling_3_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_3_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_4_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302062_sibling_4_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_4_C,,,,,67%,❌,4/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302062_sibling_4_D,,,,,67%,❌,4/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_A,,,,,60%,❌,3/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302063_B,,,,,67%,❌,4/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_1_B,,,,,80%,✅,4/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302063_sibling_1_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_1_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_2_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302063_sibling_2_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_3_A,,,,,67%,❌,4/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_3_B,,,,,80%,✅,4/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302063_sibling_3_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_3_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_4_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_4_B,,,,,60%,❌,3/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302063_sibling_4_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302063_sibling_4_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302064_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_1_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_1_B,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_1_C,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302064_sibling_1_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_2_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_2_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_2_C,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302064_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_3_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_3_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302064_sibling_3_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_3_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_4_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_4_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302064_sibling_4_C,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302064_sibling_4_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302065_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_1_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302065_sibling_1_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_1_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_2_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_2_B,,,,,80%,✅,4/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302065_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_3_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_3_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302065_sibling_3_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_3_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_4_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302065_sibling_4_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_4_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302065_sibling_4_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_C,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302070_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_1_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302070_sibling_1_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_1_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_2_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302070_sibling_2_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_3_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_3_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302070_sibling_3_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_3_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_4_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_4_B,,,,,60%,❌,3/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302070_sibling_4_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302070_sibling_4_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302071_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_1_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_1_C,,,,,60%,❌,3/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302071_sibling_1_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_2_A,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302071_sibling_2_B,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_3_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_3_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302071_sibling_3_C,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_3_D,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_4_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_4_B,,,,,80%,✅,4/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302071_sibling_4_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302071_sibling_4_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302072_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_1_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_1_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302072_sibling_1_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_1_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_2_A,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_2_B,,,,,100%,✅,5/5,"conciseness, correctness_explanation, grade_appropriateness, textual_evidence, tone",,,,,,,,,,,,
quiz_302072_sibling_2_C,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_2_D,,,,,100%,✅,6/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
quiz_302072_sibling_3_A,,,,,83%,✅,5/6,"conciseness, correct_guidance, grade_appropriateness, misconception_diagnosis, specific_error, tone",,,,,,,,,,,,
